0x77,0x77,0x7A,0x04	"刷写指纹信息: "
0x06,0x36,0x70,0x56	"ESCL 已学习, EMS 已学习, BCM 未学习"
0x06,0x36,0x70,0x55	"ESCL 已学习, EMS 未学习, BCM 已学习"
0x06,0x36,0x70,0x54	"ESCL 未学习, EMS 已学习, BCM 已学习"
0x06,0x36,0x70,0x53	"EMS 目前没有"
0x06,0x36,0x70,0x52	"ESCL 目前没有"
0x06,0x36,0x70,0x51	"无效值"
0x06,0x36,0x71,0x04	"擦除EMS"
0x06,0x36,0x71,0x03	"擦除BCM"
0x06,0x36,0x71,0x02	"钥匙学习(工厂EOL模式)"
0x06,0x36,0x71,0x01	"全新系统学习(工厂EOL模式)"
0x06,0x36,0x50,0x02	"胎压未匹配/匹配失败"
0x06,0x36,0x50,0x01	"胎压匹配成功"
0x06,0x34,0x31,0x10	"正常模式"
0x06,0x34,0x31,0x0F	"工厂模式"
0x06,0x34,0x31,0x0E	"标定完成"
0x06,0x34,0x31,0x0D	"标定失败"
0x06,0x34,0x31,0x0C	"出厂状态"
0x06,0x34,0x31,0x0B	"有人且有故障"
0x06,0x34,0x31,0x0A	"没人且有故障"
0x06,0x34,0x31,0x09	"有人且无故障"
0x06,0x34,0x31,0x07	"没人且无故障"
0x06,0x34,0x31,0x06	"抑制但有故障"
0x06,0x34,0x31,0x05	"未抑制但有故障"
0x06,0x34,0x31,0x04	"抑制且无故障"
0x06,0x34,0x31,0x03	"未抑制且无故障"
0x06,0x34,0x31,0x02	"未扣"
0x06,0x34,0x31,0x01	"已扣"
0x06,0x34,0x02,0x05	"驾驶员安全带锁扣开关"
0x06,0x34,0x02,0x04	"碰撞信号硬线输出"
0x06,0x34,0x02,0x03	"副驾驶员安全带锁扣开关"
0x06,0x34,0x02,0x02	"驾驶员气囊"
0x06,0x34,0x02,0x01	"副驾驶员气囊"
0x06,0x34,0x03,0x02	"配置"
0x06,0x34,0x03,0x01	"无配置"
0x06,0x34,0x01,0x17	" "
0x06,0x34,0x01,0x16	"写入配置码失败"
0x06,0x34,0x01,0x15	"配置选择完成"
0x06,0x34,0x01,0x14	"起爆功能关闭失败"
0x06,0x34,0x01,0x13	"起爆功能关闭成功"
0x06,0x34,0x01,0x12	"起爆功能开启失败"
0x06,0x34,0x01,0x11	"起爆功能开启成功"
0x06,0x34,0x01,0x02	"起爆功能关闭"
0x06,0x34,0x01,0x01	"起爆功能开启"
0x06,0x00,0x30,0x13	"读数据流"
0x06,0x00,0x30,0x12	"ECU尝试刷写次数:"
0x06,0x00,0x30,0x11	"ECU成功刷写次数:"
0x06,0x00,0x30,0x10	"ECU安装日期:"
0x06,0x00,0x30,0x0F	"ECU刷写日期:"
0x06,0x00,0x30,0x0E	"ECU刷写维修店代号或设备号:"
0x06,0x00,0x30,0x0D	"ECU系统名称或发动机类型:"
0x06,0x00,0x30,0x0C	"ECU软件版本号:"
0x06,0x00,0x30,0x0B	"ECU软件号:"
0x06,0x00,0x30,0x0A	"ECU硬件版本号:"
0x06,0x00,0x30,0x09	"ECU硬件号:"
0x06,0x00,0x30,0x08	"车辆识别号（VIN码）:"
0x06,0x00,0x30,0x07	"ECU序列号:"
0x06,0x00,0x30,0x06	"ECU生产日期:"
0x06,0x00,0x30,0x05	"供应商代码:"
0x06,0x00,0x30,0x04	"Geely软件版本号:"
0x06,0x00,0x30,0x03	"零件号:"
0x06,0x00,0x30,0x02	"车辆名称:"
0x06,0x00,0x30,0x01	"读版本信息"
0x06,0x19,0x00,0x32	"错误"
0x06,0x19,0x00,0x31	"待机模式"
0x06,0x19,0x00,0x30	"手动模式"
0x06,0x19,0x00,0x2F	"自动模式"
0x06,0x19,0x00,0x2E	"静音模式"
0x06,0x19,0x00,0x2D	"手动"
0x06,0x19,0x00,0x2C	"自动"
0x06,0x19,0x00,0x2B	"level7"
0x06,0x19,0x00,0x2A	"level6"
0x06,0x19,0x00,0x29	"level5"
0x06,0x19,0x00,0x28	"level4"
0x06,0x19,0x00,0x27	"level3"
0x06,0x19,0x00,0x26	"level2"
0x06,0x19,0x00,0x25	"level1"
0x06,0x19,0x00,0x24	"外循环"
0x06,0x19,0x00,0x23	"非法值"
0x06,0x19,0x00,0x22	"运行中"
0x06,0x19,0x00,0x21	"Cranking"
0x06,0x19,0x00,0x20	"发动机停止"
0x06,0x19,0x00,0x1F	"无错误"
0x06,0x19,0x00,0x1E	"错误"
0x06,0x19,0x00,0x1D	"有效"
0x06,0x19,0x00,0x1C	"空调输入信号"
0x06,0x19,0x00,0x1B	"高温(高于31)"
0x06,0x19,0x00,0x1A	"低温(低于18)"
0x06,0x19,0x00,0x19	"Defrost"
0x06,0x19,0x00,0x18	"Foot+Def"
0x06,0x19,0x00,0x17	"Face+Foot"
0x06,0x19,0x00,0x16	"Foot"
0x06,0x19,0x00,0x15	"Face"
0x06,0x19,0x00,0x14	"高"
0x06,0x19,0x00,0x13	"中"
0x06,0x19,0x00,0x12	"低"
0x06,0x19,0x00,0x11	"未激活"
0x06,0x19,0x00,0x10	"激活"
0x06,0x19,0x00,0x0F	"未定义数据"
0x06,0x19,0x00,0x0E	"无效的数据"
0x06,0x19,0x00,0x0D	"三态压力开关的输入请求"
0x06,0x19,0x00,0x0C	"can总线上的A/C请求"
0x06,0x19,0x00,0x0B	"关闭"
0x06,0x19,0x00,0x0A	"打开"
0x06,0x19,0x00,0x09	"无效的"
0x06,0x19,0x00,0x08	"内循环"
0x06,0x19,0x00,0x07	"未执行"
0x06,0x19,0x00,0x06	"环境温度正常"
0x06,0x19,0x00,0x05	"环境温度不合法"
0x06,0x19,0x00,0x04	"请求关闭压缩机离合"
0x06,0x19,0x00,0x03	"请求打开压缩机离合"
0x06,0x19,0x00,0x02	"空调输出信号"
0x06,0x19,0x00,0x01	"读版本信息"
0x06,0x14,0x40,0x01	"助力模式设置"
0x06,0x14,0x41,0x02	"支持IHU设置"
0x06,0x14,0x41,0x01	"不支持IHU设置"
0x06,0x11,0x00,0x07	"2.配对手机蓝牙钥匙"
0x06,0x11,0x00,0x06	"1.擦除手机蓝牙钥匙"
0x06,0x11,0x00,0x05	"手机蓝牙模不换，A车PEPS模块更换至B车上"
0x06,0x11,0x00,0x04	"手机蓝牙模不换，更换PEPS模块"
0x06,0x11,0x00,0x03	"PEPS不换，A车手机蓝牙模块更换至B车上"
0x06,0x11,0x00,0x02	"PEPS不换，更换全新手机蓝牙模块"
0x06,0x11,0x00,0x01	"PEPS防盗状态"
0x06,0x11,0x01,0x0F	"认证成功"
0x06,0x11,0x01,0x0E	"认证失败"
0x06,0x11,0x01,0x0D	"4"
0x06,0x11,0x01,0x0C	"3"
0x06,0x11,0x01,0x0B	"2"
0x06,0x11,0x01,0x0A	"1"
0x06,0x11,0x01,0x09	"0"
0x06,0x11,0x01,0x08	"SC码未写入"
0x06,0x11,0x01,0x07	"SC码已写入"
0x06,0x11,0x01,0x06	"VIN码未写入"
0x06,0x11,0x01,0x05	"VIN码已写入"
0x06,0x11,0x01,0x04	"VIN码，SC码，钥匙均未学习"
0x06,0x11,0x01,0x03	"VIN码，SC码，钥匙至少有一个已学习"
0x06,0x11,0x01,0x02	"IG关闭"
0x06,0x11,0x01,0x01	"IG开启"
0x06,0x11,0x52,0x14	"PEPS不换，更换全新手机蓝牙模块的场合，需要执行 [配对手机蓝牙钥匙] 操作."
0x06,0x11,0x52,0x13	"PEPS不换，A车手机蓝牙模块更换至B车上的场合\n第一步：需要先在A车上用A车的SC码执行 [擦除手机蓝牙钥匙] 操作，擦除全部手机.\n第二步：在B车上用B车的SC码，执行 [配对手机蓝牙钥匙] 操作."
0x06,0x11,0x52,0x12	"请按照以下步骤执行:\n先在A车上用A车的SC码执行[1.擦除手机蓝牙钥匙]操作，擦除全部手机,\n然后在B车上用B车的SC码，执行[2.配对手机蓝牙钥匙]操作。"
0x06,0x11,0x52,0x11	"A车PEPS模块更换至B车上的场合，只需要对PEPS进行相关操作。\n手机蓝牙模块以及手机蓝牙钥匙可直接使用。"
0x06,0x11,0x52,0x10	"更换全新PEPS的场合，只需要对PEPS进行相关操作。\n手机蓝牙模块以及手机蓝牙钥匙可直接使用。"
0x06,0x11,0x52,0x0F	"手机端passkey输入完成后,点击[确认]进行配对"
0x06,0x11,0x52,0x0E	"正在配对手机蓝牙钥匙..."
0x06,0x11,0x52,0x0D	"蓝牙模块手机钥匙配对失败"
0x06,0x11,0x52,0x0C	"蓝牙模块手机钥匙配对成功"
0x06,0x11,0x52,0x0B	"当前手机蓝牙模块ESK码学习成功"
0x06,0x11,0x52,0x0A	"当前手机蓝牙模块ESK码学习失败"
0x06,0x11,0x52,0x09	"发送SK码给蓝牙模块失败"
0x06,0x11,0x52,0x08	"请在手机端输入蓝牙配对码passkey"
0x06,0x11,0x52,0x07	"当前passkey码为:"
0x06,0x11,0x52,0x06	"开始配对手机蓝牙钥匙"
0x06,0x11,0x52,0x05	"请确保手机距离在杯托30~50cm范围内"
0x06,0x11,0x52,0x04	"擦除手机蓝牙钥匙成功"
0x06,0x11,0x52,0x03	"本车已配对手机蓝牙钥匙数:"
0x06,0x11,0x52,0x02	"无已配对的手机蓝牙钥匙"
0x06,0x11,0x52,0x01	"擦除手机蓝牙钥匙失败"
0x06,0x11,0x50,0x15	"恢复PEPS SC默认值"
0x06,0x11,0x50,0x14	"删除旧钥匙"
0x06,0x11,0x50,0x13	"PEPS 开始擦除ESCL"
0x06,0x11,0x50,0x12	"打开双闪灯"
0x06,0x11,0x50,0x11	"车辆熄火，点火钥匙至off档，且连接好诊断设备"
0x06,0x11,0x50,0x02	"自动（AT）"
0x06,0x11,0x50,0x01	"手动（MT）"
0x06,0x11,0x50,0x00	"请选择当前车辆类型"
0x06,0x11,0x51,0x06	"擦除第5把蓝牙钥匙"
0x06,0x11,0x51,0x05	"擦除第4把蓝牙钥匙"
0x06,0x11,0x51,0x04	"擦除第3把蓝牙钥匙"
0x06,0x11,0x51,0x03	"擦除第2把蓝牙钥匙"
0x06,0x11,0x51,0x02	"擦除第1把蓝牙钥匙"
0x06,0x11,0x51,0x01	"擦除所有蓝牙钥匙"
0x06,0x11,0x51,0x00	"请选择要删除的手机蓝牙钥匙"
0x06,0x11,0x40,0x02	"远程功能配置"
0x06,0x11,0x40,0x01	"Inblue 功能"
0x06,0x11,0x41,0x02	"present"
0x06,0x11,0x41,0x01	"not present"
0x06,0x74,0x30,0x06	"节气门开度"
0x06,0x74,0x30,0x05	"空调压缩机"
0x06,0x74,0x30,0x04	"风扇继电器状态2"
0x06,0x74,0x30,0x03	"风扇继电器状态1"
0x06,0x4B,0x37,0x3F	"R"
0x06,0x4B,0x37,0x3E	"6"
0x06,0x4B,0x37,0x3D	"5"
0x06,0x4B,0x37,0x3C	"4"
0x06,0x4B,0x37,0x3B	"3"
0x06,0x4B,0x37,0x3A	"2"
0x06,0x4B,0x37,0x39	"1"
0x06,0x4B,0x37,0x38	"未定义"
0x06,0x4B,0x37,0x37	"其他"
0x06,0x4B,0x37,0x36	"M"
0x06,0x4B,0x37,0x35	"D"
0x06,0x4B,0x37,0x34	"N"
0x06,0x4B,0x37,0x33	"R"
0x06,0x4B,0x37,0x32	"P"
0x06,0x4B,0x37,0x31	"没有错"
0x06,0x4B,0x37,0x30	"出错"
0x06,0x4B,0x37,0x2F	"没有故障"
0x06,0x4B,0x37,0x2E	"有故障"
0x06,0x4B,0x37,0x2D	"电机禁用（短路）"
0x06,0x4B,0x37,0x2C	"电机禁用（高阻抗）"
0x06,0x4B,0x37,0x2B	"电机激活"
0x06,0x4B,0x37,0x2A	"无效"
0x06,0x4B,0x37,0x29	"热冲击"
0x06,0x4B,0x37,0x28	"离合器衰退"
0x06,0x4B,0x37,0x27	"温度不准确"
0x06,0x4B,0x37,0x26	"正常"
0x06,0x4B,0x37,0x25	"初始化"
0x06,0x4B,0x37,0x24	"信号出错"
0x06,0x4B,0x37,0x23	"信号有效"
0x06,0x4B,0x37,0x22	"初始化  "
0x06,0x4B,0x37,0x21	"紧急_挂档"
0x06,0x4B,0x37,0x20	"紧急_空挡"
0x06,0x4B,0x37,0x1F	"紧急_开始"
0x06,0x4B,0x37,0x1E	"中断_脱档_等待"
0x06,0x4B,0x37,0x1D	"中断_脱档_硬件"
0x06,0x4B,0x37,0x1C	"中断_脱档"
0x06,0x4B,0x37,0x1B	"中断_挂档_等待"
0x06,0x4B,0x37,0x1A	"中断_挂档_硬件"
0x06,0x4B,0x37,0x19	"中断_挂档"
0x06,0x4B,0x37,0x18	"跳档"
0x06,0x4B,0x37,0x17	"脱档"
0x06,0x4B,0x37,0x16	"预加载"
0x06,0x4B,0x37,0x15	"预加载点"
0x06,0x4B,0x37,0x14	"到预加载点"
0x06,0x4B,0x37,0x13	"接触终点"
0x06,0x4B,0x37,0x12	"到终端位置"
0x06,0x4B,0x37,0x11	"在档位置"
0x06,0x4B,0x37,0x10	"到在档位置"
0x06,0x4B,0x37,0x0F	"挂档"
0x06,0x4B,0x37,0x0E	"挂档_预备"
0x06,0x4B,0x37,0x0D	"挂档_顶点"
0x06,0x4B,0x37,0x0C	"同步3"
0x06,0x4B,0x37,0x0B	"同步2"
0x06,0x4B,0x37,0x0A	"同步1"
0x06,0x4B,0x37,0x09	"同步点"
0x06,0x4B,0x37,0x08	"到同步点"
0x06,0x4B,0x37,0x07	"空挡等待"
0x06,0x4B,0x37,0x06	"空挡位置"
0x06,0x4B,0x37,0x05	"到空挡"
0x06,0x4B,0x37,0x04	"检查空挡_等待"
0x06,0x4B,0x37,0x03	"检查空挡_硬件"
0x06,0x4B,0x37,0x02	"检查空挡"
0x06,0x4B,0x37,0x01	"开始运行"
0x06,0x4B,0x37,0x00	"等待_初始化"
0x06,0x4B,0x37,0x4F	"关闭"
0x06,0x4B,0x37,0x4E	"打开"
0x06,0x4B,0x37,0x4D	"发动机运行"
0x06,0x4B,0x37,0x4C	"未定义 (常数:0x5)"
0x06,0x4B,0x37,0x4B	"发动机启动"
0x06,0x4B,0x37,0x4A	"发动机停止"
0x06,0x4B,0x37,0x49	"自打开失败"
0x06,0x4B,0x37,0x48	"自打开激活"
0x06,0x4B,0x37,0x47	"自打开成功"
0x06,0x4B,0x37,0x46	"初始化"
0x06,0x4B,0x37,0x45	"N(4-6)"
0x06,0x4B,0x37,0x44	"N(2-4)"
0x06,0x4B,0x37,0x43	"N(R-2)"
0x06,0x4B,0x37,0x42	"N(3-5)"
0x06,0x4B,0x37,0x41	"N(1-3)"
0x06,0x4B,0x37,0x40	"无效"
0x06,0x4B,0x00,0x10	"无效"
0x06,0x4B,0x00,0x0F	"激活"
0x06,0x4B,0x00,0x0E	"不激活"
0x06,0x4B,0x00,0x0D	"未定义数据"
0x06,0x4B,0x00,0x0C	"不可用"
0x06,0x4B,0x00,0x0B	"能"
0x06,0x4B,0x00,0x0A	"不能"
0x06,0x4B,0x00,0x09	"读数据流"
0x06,0x48,0x33,0x01	"引擎转速为0，车速必须为0"
0x06,0x48,0x30,0x09	"低速风扇继电器"
0x06,0x48,0x30,0x08	"高速风扇继电器"
0x06,0x48,0x30,0x07	"甲醇泵控制"
0x06,0x48,0x30,0x06	"风扇输出占空比控制"
0x06,0x48,0x30,0x05	"怠速控制"
0x06,0x48,0x30,0x04	"进气凸轮轴控制"
0x06,0x48,0x30,0x03	"节气门开度"
0x06,0x48,0x30,0x02	"油泵继电器状态"
0x06,0x48,0x30,0x01	"碳罐阀控制占空比"
0x06,0x48,0x31,0x02	"输入值范围:0-2550"
0x06,0x48,0x31,0x01	"输入值范围:0-99"
0x06,0x48,0x00,0x0B	"关闭"
0x06,0x48,0x00,0x0A	"打开"
0x06,0x48,0x00,0x09	"读数据流"
0x06,0x47,0x00,0x24	"215/45R17"
0x06,0x47,0x00,0x23	"205/55R16"
0x06,0x47,0x00,0x22	"225/45R18"
0x06,0x47,0x00,0x21	"225/50R17"
0x06,0x47,0x00,0x20	"205/60R16"
0x06,0x47,0x00,0x1F	"6MT"
0x06,0x47,0x00,0x1E	"6DCT"
0x06,0x47,0x00,0x1D	"1.8甲醇"
0x06,0x47,0x00,0x1C	"1.3T"
0x06,0x47,0x00,0x1B	"1.8汽油"
0x06,0x47,0x00,0x1A	"有"
0x06,0x47,0x00,0x19	"无"
0x06,0x47,0x00,0x18	"无效状态"
0x06,0x47,0x00,0x17	"在运行中"
0x06,0x47,0x00,0x16	"驻车"
0x06,0x47,0x00,0x15	"释放"
0x06,0x47,0x00,0x14	"开"
0x06,0x47,0x00,0x13	"关"
0x06,0x47,0x00,0x12	"下线检测完成但不正确"
0x06,0x47,0x00,0x11	"下线检测完成且正确"
0x06,0x47,0x00,0x10	"下线检测未完成"
0x06,0x47,0x00,0x0F	"未定义的值"
0x06,0x47,0x00,0x0E	"出厂状态"
0x06,0x47,0x00,0x0D	"加注完成但不正确"
0x06,0x47,0x00,0x0C	"加注完成且正确"
0x06,0x47,0x00,0x0B	"加注未完成"
0x06,0x47,0x00,0x0A	"非法值"
0x06,0x47,0x00,0x09	"读数据流"
0x06,0x47,0x00,0x08	"OEMECUSoftwareNumber"
0x06,0x47,0x00,0x07	"ECUSoftwareReference"
0x06,0x47,0x00,0x06	"ECUHardwareReference"
0x06,0x47,0x00,0x05	"OEMECUHardwareNumber"
0x06,0x47,0x00,0x04	"VehicleIdentificationNumber"
0x06,0x47,0x00,0x03	"ECUSupplierIdentifier"
0x06,0x47,0x00,0x02	"AssembleNumber"
0x06,0x47,0x00,0x01	"读版本信息"
0x06,0x46,0x10,0x1F	"碰撞硬线输出"
0x06,0x46,0x10,0x1E	"乘员坐垫检测"
0x06,0x46,0x10,0x1D	"乘员安全气囊开关"
0x06,0x46,0x10,0x1C	"乘员前安全带锁"
0x06,0x46,0x10,0x1B	"驾驶员前安全带锁"
0x06,0x46,0x10,0x1A	"乘员侧边加速度传感器"
0x06,0x46,0x10,0x19	"驾驶员侧边加速度传感器"
0x06,0x46,0x10,0x18	"乘员员前置加速度传感器"
0x06,0x46,0x10,0x17	"驾驶员前置加速度传感器"
0x06,0x46,0x10,0x16	"乘员前1气帘"
0x06,0x46,0x10,0x15	"驾驶员前1气帘"
0x06,0x46,0x10,0x14	"乘员前1侧气囊"
0x06,0x46,0x10,0x13	"驾驶员前1侧气囊"
0x06,0x46,0x10,0x12	"乘员前1安全带预紧器"
0x06,0x46,0x10,0x11	"驾驶员前1安全带预紧器"
0x06,0x46,0x10,0x10	"乘员前1气囊"
0x06,0x46,0x10,0x0F	"驾驶员前1气囊"
0x06,0x46,0x10,0x0E	"当前配置代码为:"
0x06,0x46,0x11,0x0E	"<<"
0x06,0x46,0x00,0x10	"标定成功"
0x06,0x46,0x00,0x0F	"标定失败"
0x06,0x46,0x00,0x0E	"未使用"
0x06,0x46,0x00,0x0D	"使用"
0x06,0x46,0x00,0x0C	"初始值"
0x06,0x46,0x00,0x0B	"生产模式"
0x06,0x46,0x00,0x0A	"客户模式"
0x06,0x46,0x00,0x09	"读数据流"
0x06,0x46,0x00,0x08	"OEMECUSoftwareNumber"
0x06,0x46,0x00,0x07	"ECUSoftwareReference"
0x06,0x46,0x00,0x06	"ECUHardwareReference"
0x06,0x46,0x00,0x05	"OEMECUHardwareNumber"
0x06,0x46,0x00,0x04	"VehicleIdentificationNumber"
0x06,0x46,0x00,0x03	"ECUSupplierIdentifier"
0x06,0x46,0x00,0x02	"AssembleNumber"
0x06,0x46,0x00,0x01	"读版本信息"
0x06,0x46,0x42,0x03	"乘员碰撞"
0x06,0x46,0x42,0x02	"驾驶员侧碰撞"
0x06,0x46,0x42,0x01	"前碰撞"
0x06,0x46,0x40,0xF5	"请再次输入16位(8个字节)功能配置码"
0x06,0x46,0x40,0xF4	"输入16位(8个字节)功能配置码"
0x06,0x46,0x40,0xF3	"配置写入失败，当前配置码为:"
0x06,0x46,0x40,0xF2	"配置写入成功，当前配置码为:"
0x06,0x46,0x41,0xF9	"配置成功，当期配置如下"
0x06,0x46,0x41,0xF8	"配置失败，当期配置如下"
0x06,0x46,0x41,0xF7	"请使用按键‘<<’和‘>>’改变配置的值\n请使用按键‘下移’和‘上移’选择配置选项\n完成配置请点击'配置'按键"
0x06,0x46,0x41,0xF6	"配置"
0x06,0x46,0x41,0xF5	"上移"
0x06,0x46,0x41,0xF4	">>"
0x06,0x46,0x41,0xF3	"退出"
0x06,0x46,0x41,0xF2	"下移"
0x06,0x46,0x41,0x03	"碰撞输出"
0x06,0x46,0x41,0x02	"乘员安全气囊警告灯"
0x06,0x46,0x41,0x01	"系统报警灯"
0x06,0x41,0x40,0x23	"危险警告指示灯"
0x06,0x41,0x40,0x22	"右后车窗下降"
0x06,0x41,0x40,0x21	"右后车窗上升"
0x06,0x41,0x40,0x20	"左后车窗下降"
0x06,0x41,0x40,0x1F	"左后车窗上升"
0x06,0x41,0x40,0x1E	"乘员侧车窗下降"
0x06,0x41,0x40,0x1D	"乘员侧车窗上升"
0x06,0x41,0x40,0x1C	"启动继电器激活"
0x06,0x41,0x40,0x1B	"运动模式指示灯"
0x06,0x41,0x40,0x1A	"经济模式指示灯"
0x06,0x41,0x40,0x19	"防盗报警指示灯"
0x06,0x41,0x40,0x18	"电子手刹指示灯"
0x06,0x41,0x40,0x17	"后视镜展开"
0x06,0x41,0x40,0x16	"后视镜折叠"
0x06,0x41,0x40,0x15	"后除霜"
0x06,0x41,0x40,0x14	"中控解锁"
0x06,0x41,0x40,0x13	"中控锁锁止"
0x06,0x41,0x40,0x12	"后备箱打开"
0x06,0x41,0x40,0x11	"防盗喇叭"
0x06,0x41,0x40,0x10	"后雨刷"
0x06,0x41,0x40,0x0F	"前雨刷-低速"
0x06,0x41,0x40,0x0E	"前雨刷-高速"
0x06,0x41,0x40,0x0D	"脚灯"
0x06,0x41,0x40,0x0C	"室内灯"
0x06,0x41,0x40,0x0B	"高位制动灯"
0x06,0x41,0x40,0x0A	"制动灯"
0x06,0x41,0x40,0x09	"后雾灯"
0x06,0x41,0x40,0x08	"倒车灯"
0x06,0x41,0x40,0x07	"日间行车灯"
0x06,0x41,0x40,0x06	"前雾灯"
0x06,0x41,0x40,0x05	"远光灯"
0x06,0x41,0x40,0x04	"近光灯"
0x06,0x41,0x40,0x03	"小灯及牌照灯"
0x06,0x41,0x40,0x02	"左转向灯"
0x06,0x41,0x40,0x01	"右转向灯"
0x06,0x41,0x41,0x06	"展开后视镜"
0x06,0x41,0x41,0x05	"折叠后视镜"
0x06,0x41,0x41,0x04	"解锁CDL"
0x06,0x41,0x41,0x03	"锁止CDL"
0x06,0x41,0x41,0x02	"后备箱打开"
0x06,0x41,0x41,0x01	"激活1秒"
0x06,0x50,0x00,0x05	"发动机状态变量"
0x06,0x50,0x00,0x04	"读数据流"
0x06,0x50,0x00,0x03	"软件总体编号:"
0x06,0x50,0x00,0x02	"车型数据编号:"
0x06,0x50,0x00,0x01	"读版本信息"
0x06,0x50,0x50,0x05	"Version5:"
0x06,0x50,0x50,0x04	"Version4:"
0x06,0x50,0x50,0x03	"Version3:"
0x06,0x50,0x50,0x02	"Version2:"
0x06,0x50,0x50,0x01	"Version1:"
0x06,0x50,0x4F,0x03	"BUTTON3"
0x06,0x50,0x4F,0x02	"BUTTON2"
0x06,0x50,0x4F,0x01	"BUTTON1"
0x06,0x50,0x40,0x02	"ACT2"
0x06,0x50,0x40,0x01	"ACT1"
0x06,0x50,0x41,0x02	"ACTNOTE_ID2"
0x06,0x50,0x41,0x01	"ACTNOTE_ID1"
0x06,0xA7,0x00,0x07	"未点火"
0x06,0xA7,0x00,0x06	"点火"
0x06,0xA7,0x00,0x05	"读数据流"
0x06,0xA7,0x00,0x04	"读数据流"
0x06,0xA7,0x00,0x03	"软件版本编号:"
0x06,0xA7,0x00,0x02	"硬件版本编号:"
0x06,0xA7,0x00,0x01	"读版本信息"
0x06,0xA6,0xA0,0x0B	"提示信息"
0x06,0xA6,0xA0,0x04	"配置码写入失败!\n"
0x06,0xA6,0xA0,0x03	"配置码写入成功!\n"
0x06,0xA6,0xA0,0x02	"从IPK中获取数据失败，即将从EMS系统中获取"
0x06,0xA6,0xA0,0x01	"是否进行一键配置功能？一键配置是从EMS或IPK(IPK获取失败后才从EMS中获取)获取配置代码，将获取的配置代码写入BCM系统。\n点击[是]进行一键配置，点击[否]退出一键配置。"
0x06,0xA6,0x90,0xB2	"熄灭"
0x06,0xA6,0x90,0xB1	"不熄灭"
0x06,0xA6,0x90,0xA2	"喇叭响"
0x06,0xA6,0x90,0xA1	"喇叭不响"
0x06,0xA6,0x90,0x92	"有"
0x06,0xA6,0x90,0x91	"无"
0x06,0xA6,0x90,0x84	"前LED,后LED"
0x06,0xA6,0x90,0x83	"前LED,后卤素"
0x06,0xA6,0x90,0x82	"前卤素,后LED"
0x06,0xA6,0x90,0x81	"前卤素,后卤素"
0x06,0xA6,0x90,0x32	"单刀双掷"
0x06,0xA6,0x90,0x31	"单刀单掷"
0x06,0xA6,0x90,0x22	"有"
0x06,0xA6,0x90,0x21	"无"
0x06,0xA6,0x90,0x1D	"15S"
0x06,0xA6,0x90,0x1C	"14S"
0x06,0xA6,0x90,0x1B	"13S"
0x06,0xA6,0x90,0x1A	"12S"
0x06,0xA6,0x90,0x19	"11S"
0x06,0xA6,0x90,0x18	"10S"
0x06,0xA6,0x90,0x17	"9S"
0x06,0xA6,0x90,0x16	"8S"
0x06,0xA6,0x90,0x15	"7S"
0x06,0xA6,0x90,0x14	"6S"
0x06,0xA6,0x90,0x13	"5S"
0x06,0xA6,0x90,0x12	"4S"
0x06,0xA6,0x90,0x11	"3S"
0x06,0xA6,0x90,0x0B	"闭锁后自动熄灭位置灯"
0x06,0xA6,0x90,0x0A	"遥控落锁"
0x06,0xA6,0x90,0x09	"开门转向灯双闪提示配置"
0x06,0xA6,0x90,0x08	"转向灯"
0x06,0xA6,0x90,0x07	"车窗使能时间配置"
0x06,0xA6,0x90,0x06	"日间行车灯配置"
0x06,0xA6,0x90,0x05	"停车解锁功能"
0x06,0xA6,0x90,0x04	"车速锁止功能"
0x06,0xA6,0x90,0x03	"左前门锁配置"
0x06,0xA6,0x90,0x02	"前雾灯功能"
0x06,0xA6,0x90,0x01	"雨刮间歇时间配置"
0x06,0xA6,0x90,0x73	"60S"
0x06,0xA6,0x90,0x72	"40S"
0x06,0xA6,0x90,0x71	"无"
0x06,0xA6,0x90,0x63	"在"
0x06,0xA6,0x90,0x62	"不在"
0x06,0xA6,0x90,0x61	"无"
0x06,0xA6,0x90,0x53	"拔钥匙解锁"
0x06,0xA6,0x90,0x52	"IGOFF解锁"
0x06,0xA6,0x90,0x51	"无"
0x06,0xA6,0x90,0x43	"20KM/H"
0x06,0xA6,0x90,0x42	"10KM/H"
0x06,0xA6,0x90,0x41	"无"
0x06,0xA6,0x91,0x03	"配置码写入成功"
0x06,0xA6,0x91,0x02	"配置码写入失败"
0x06,0xA6,0x91,0x01	"获取数据失败\n 请选择其他方式写入配置"
0x06,0xA6,0x80,0x02	"是否进行遥控学习钥匙？"
0x06,0xA6,0x80,0x01	"遥控学习钥匙"
0x06,0xA6,0x81,0x11	"最多只能学习2把钥匙，遥控钥匙已经学习："
0x06,0xA6,0x81,0x10	"钥匙学习中，请等待..."
0x06,0xA6,0x81,0x09	"是否再添加一把钥匙？"
0x06,0xA6,0x81,0x08	"未找到学习钥匙"
0x06,0xA6,0x81,0x07	"钥匙学习成功"
0x06,0xA6,0x81,0x06	"同时按下遥控钥匙的解锁键和行李箱解锁键约2秒钟，松开后再单独按遥控钥匙的上锁键"
0x06,0xA6,0x81,0x05	"遥控钥匙已经学习："
0x06,0xA6,0x81,0x04	"钥匙按压解锁键一次"
0x06,0xA6,0x81,0x03	"启动失败，未知原因"
0x06,0xA6,0x81,0x02	"启动失败"
